,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
464,24000.0,AIEA,,96701.0,424990.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-05-08,"American Savings Bank, FSB"
465,6800.0,HONOLULU,Hawaii,96821.0,444190.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB"
466,6250.0,Honolulu,,96813.0,561990.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-05-07,Central Pacific Bank
467,8000.0,MILILANI,Hawaii,96789.0,813110.0,Professional Association,Asian,Male Owned,Unanswered,,2.0,2020-04-28,Ohana Pacific Bank
468,63600.0,HONOLULU,Hawaii,96813.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank
469,13300.0,HONOLULU,Hawaii,96813.0,541213.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,2020-04-03,Central Pacific Bank
470,8625.0,HONOLULU,,96821.0,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,2020-04-27,Bank of Hawaii
471,111500.0,AIEA,,96701.0,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18.0,04/11/2020,Central Pacific Bank
472,93750.0,LIHUE,,96766.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-27,Bank of Hawaii
473,17800.0,HONOLULUu,HI,96822.0,541618.0,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,,,04/16/2020,Central Pacific Bank
474,38982.5,HONOLULU,,96814.0,487110.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,2020-04-30,First Hawaiian Bank
475,22400.0,HONOLULU,,96819.0,323113.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/04/2020,"American Savings Bank, FSB"
476,5300.0,HONOLULU,HI,96816.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
477,70200.0,LIHUE,Hawaii,96766.0,444190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
478,24692.5,HILO,HI,96720.0,722511.0,LLC,Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,First Hawaiian Bank
479,48750.0,Hilo,HI,96720.0,238210.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-04-29,Central Pacific Bank
480,7852.55,Wailuku,,96793.0,442299.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-06,Celtic Bank Corporation
481,92900.0,WAIPAHU,HI,96797.0,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,6.0,04/15/2020,First Hawaiian Bank
482,139600.0,PUUNENE,Hawaii,96784.0,481211.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,2020-04-11,1st Source Bank
483,8100.0,Kailua,,96734.0,531390.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,"American Savings Bank, FSB"
484,95900.0,HONOLULU,,96816.0,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8.0,2020-04-05,Bank of Hawaii
485,37900.0,HONOLULU,HI,96813.0,424990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,2020-04-05,"American Savings Bank, FSB"
486,16032.0,HONOLULU,Hawaii,96818.0,561720.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,,06/10/2020,Bank of Hawaii
487,32500.0,WAIALUA,HI,96791.0,314999.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,2020-04-12,Bank of Hawaii
488,9400.0,LAHAINA,Hawaii,96761.0,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-08,"American Savings Bank, FSB"
489,7912.0,WAILUKU,HI,96793.0,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,Bank of Hawaii
490,16875.0,Lahaina,Hawaii,,999990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,05/03/2020,Cross River Bank
491,2995.0,HONOLULU,Hawaii,96814.0,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,06/05/2020,First Hawaiian Bank
492,20000.0,HONOLULU,Hawaii,96813.0,541211.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
493,133700.0,HONOLULU,HI,96814.0,424910.0,corporation,Unanswered,Unanswered,Unanswered,,13.0,04/03/2020,"American Savings Bank, FSB"
494,6659.0,KILAUEA,HI,,541320.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,First Hawaiian Bank
495,21400.0,Honolulu,HI,96825.0,722513.0,corporation,Unanswered,Unanswered,Non-Veteran,,3.0,2020-05-05,Hawaii National Bank
496,20800.0,HONOLULU,,96825.0,541990.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,1.0,04/04/2020,BankVista
497,29500.0,LIHUE,HI,96766.0,541211.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Unanswered,,3.0,04/07/2020,Central Pacific Bank
498,35695.0,HONOLULU,,96814.0,339910.0,CORPORATION,Unanswered,Unanswered,Unanswered,,3.0,2020-04-28,First Hawaiian Bank
499,28000.0,HONOLULU,HI,96815.0,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,16.0,2020-04-05,Central Pacific Bank
500,40200.0,HONOLULU,,96814.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,Central Pacific Bank
501,58300.0,KAILUA,HI,96734.0,523930.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,3.0,2020-04-14,First Hawaiian Bank
502,52600.0,HONOLULU,,96813.0,561110.0,Corporation,Hispanic,Male Owned,Non-Veteran,,4.0,2020-04-05,Central Pacific Bank
503,72092.0,KAMUELA,Hawaii,96743.0,447110.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,2020-04-27,Bank of Hawaii
504,8202.0,KAILUA,HI,96734.0,541219.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-27,Bank of Hawaii
505,43800.0,WAIPAHU,HI,96797.0,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,2020-04-11,Central Pacific Bank
506,1923.57,Kailua kona,HI,96740.0,812112.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-23,Celtic Bank Corporation
507,29375.0,KULA,Hawaii,96790.0,561790.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
508,29100.0,HONOLULU,,,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-04-11,Central Pacific Bank
509,65700.0,MILILANI,Hawaii,96789.0,335121.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/10/2020,"American Savings Bank, FSB"
510,20000.0,KAILUA,Hawaii,96734.0,722511.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,05/05/2020,"American Savings Bank, FSB"
511,53400.0,HONOLULU,,96821.0,999990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,10.0,2020-04-04,Central Pacific Bank
512,82500.0,KAHULUI,Hawaii,96732.0,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/07/2020,First Bank of Owasso
513,8506.0,Honolulu,HI,96825.0,531210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,1.0,07/15/2020,"Kabbage, Inc."
514,15000.0,WAIPAHU,,96797.0,445120.0,Corporation,Asian,Male Owned,Non-Veteran,,2.0,2020-04-10,Ohana Pacific Bank
515,3109.0,HONOLULU,,96818.0,485310.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,2020-05-08,"Kabbage, Inc."
516,12200.0,Kailua,,96734.0,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
517,11300.0,Kailua,Hawaii,96734.0,541921.0,Sole Proprietorship,White,Male Owned,Unanswered,,1.0,05/06/2020,Hawaii National Bank
518,7952.5,KAILUA KONA,Hawaii,96740.0,487210.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,08/01/2020,Hawaii Community FCU
519,69300.0,HONOLULU,Hawaii,96813.0,722310.0,corporation,Unanswered,Unanswered,Unanswered,,13.0,04/03/2020,First Hawaiian Bank
520,87100.0,Ocean View,HI,96737.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,2020-04-28,First Hawaiian Bank
521,74900.0,Wailuku,Hawaii,96793.0,238210.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9.0,05/11/2020,Hawaii National Bank
522,90900.0,Hilo,,96720.0,621340.0,Corporation,Asian,Female Owned,Non-Veteran,,9.0,2020-04-14,Hawaii National Bank
523,20800.0,KANEOHE,Hawaii,,812910.0,Sole Proprietorship,Unanswered,Male Owned,Veteran,,5.0,2020-04-29,"American Savings Bank, FSB"
524,32500.0,HONOLULU,HI,96816.0,551114.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-07,First Hawaiian Bank
525,84947.0,WAIKOLOA,Hawaii,96738.0,524114.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/30/2020,Cross River Bank
526,27200.0,HONOLULU,,96817.0,621112.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,2020-04-05,"American Savings Bank, FSB"
527,4200.0,HONOLULU,,96814.0,531210.0,Corp,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB"
528,13750.0,PEARL CITY,HI,96782.0,511210.0,LLC,Unanswered,Unanswered,Unanswered,,,2020-04-08,Bank of Hawaii
529,70000.0,LAHAINA,HI,,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-04-07,Central Pacific Bank
530,1500.0,KANEOHE,HI,96744.0,453220.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,1.0,2020-04-29,Central Pacific Bank
531,26500.0,Kona,HI,96740.0,611620.0,Corporation,Unanswered,Unanswered,Non-Veteran,,3.0,04/30/2020,Seacoast Commerce Bank
532,7428.0,Honolulu,Hawaii,96815.0,485310.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,Cross River Bank
533,8300.0,KIHEI,HI,96753.0,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-05-14,"American Savings Bank, FSB"
534,2109.0,Honolulu,Hawaii,96720.0,453110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-06-15,First Hawaiian Bank
535,44407.0,MAKAWAO,Hawaii,96768.0,813110.0,NPO,Unanswered,Unanswered,Unanswered,Y,,2020-04-28,Bank of Hawaii
536,56690.0,EWA BEACH,Hawaii,96706.0,238220.0,limited  liability company(llc),Unanswered,Female Owned,Non-Veteran,,6.0,2020-04-27,Bank of Hawaii
537,84600.0,EWA BEACH,,96706.0,621210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,14.0,2020-04-28,Central Pacific Bank
538,56652.5,Kailua,Hawaii,96734.0,446199.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,First Hawaiian Bank
539,1800.0,HONOLULU,HI,96821.0,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-16,Central Pacific Bank
540,35530.0,HILO,HI,96720.0,621210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,,2020-04-15,Bank of Hawaii
541,7200.0,HONOLULU,Hawaii,96816.0,722410.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-04-12,Central Pacific Bank
542,15700.0,CAPTAIN COOK,Hawaii,96704.0,238350.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-04-11,"American Savings Bank, FSB"
543,24817.0,HONOLULU,HI,96816.0,423940.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-05-19,Bank of Hawaii
544,20900.0,HONOLULU,,96814.0,999990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-04-28,Central Pacific Bank
545,66805.0,KAHULUI,HI,96732.0,311352.0,Corp,Unanswered,Unanswered,Unanswered,,7.0,04/07/2020,Bank of Hawaii
546,33300.0,AIEA,HI,96701.0,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,5.0,2020-04-10,Ohana Pacific Bank
547,20832.0,Kihei,Hawaii,96753.0,812990.0,IC,Unanswered,Unanswered,Unanswered,,,2020-05-21,Celtic Bank Corporation
548,28100.0,WAIPAHU,,96797.0,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB"
549,2514.46,Honolulu,,96813.0,485310.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,0.0,2020-05-13,Celtic Bank Corporation
550,7402.7,KAPAA,Hawaii,96746.0,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-11,Kaua'i Government Employees' FCU
551,44000.0,KAPOLEI,Hawaii,96707.0,813410.0,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,8.0,04/09/2020,HawaiiUSA FCU
552,148400.0,HONOLULU,HI,96814.0,541211.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/07/2020,First Hawaiian Bank
553,73600.0,KAPOLEI,,96707.0,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,24.0,2020-05-01,First Hawaiian Bank
554,67971.0,Honolulu,Hawaii,96826.0,722511.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,12.0,2020-05-06,"Kabbage, Inc."
555,100000.0,LIHUE,Hawaii,96766.0,424480.0,corporation,Unanswered,Unanswered,Unanswered,,14.0,2020-04-28,Central Pacific Bank
556,6000.0,Honolulu,HI,96821.0,541921.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,2020-05-01,Central Pacific Bank
557,4495.0,KAILUA KONA,,,541611.0,independent contractors,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii
558,104700.0,HONOLULU,,96814.0,541110.0,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,,11.0,2020-04-04,Hawaii National Bank
559,29362.0,LIHUE,,96766.0,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,8.0,05/11/2020,Bank of Hawaii
560,112900.0,KAPOLEI,,96709.0,321214.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,20.0,2020-04-14,Central Pacific Bank
561,47600.0,LIHUE,,96766.0,522390.0,Corporation,Unanswered,Male Owned,Unanswered,,7.0,04/04/2020,Evolve Bank & Trust
562,3225.0,KIHEI,HI,96753.0,713940.0,limited liability partnership,Unanswered,Unanswered,Unanswered,,7.0,2020-05-04,Bank of Hawaii
563,4007.0,Pearl City,,,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,2020-08-04,"Kabbage, Inc."
564,3875.0,HONOLULU,HI,96814.0,512110.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,"Bank of America, National Association"
565,12249.0,Kapaa,,,531210.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,05/21/2020,Gather FCU
566,12702.0,KAILUA-KONA,,96740.0,561790.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii
567,38900.0,KAILUA KONA,Hawaii,96740.0,487210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,2020-04-27,"American Savings Bank, FSB"
568,102500.0,HILO,Hawaii,96720.0,424410.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/13/2020,Bank of Hawaii
569,12500.0,Waipahu,,96797.0,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-04-15,Central Pacific Bank
570,64200.0,Hilo,HI,96720.0,722513.0,limited  liability company(llc),Asian,Male Owned,Non-Veteran,,20.0,2020-04-14,Hawaii National Bank
571,15600.0,HILO,HI,96720.0,541219.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,2020-04-06,Central Pacific Bank
572,30000.0,Lahaina,Hawaii,96761.0,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,Central Pacific Bank
573,20100.0,WAIANAE,HI,96792.0,722513.0,S-Corp,Unanswered,Unanswered,Unanswered,,6.0,2020-05-11,"American Savings Bank, FSB"
574,59600.0,Honolulu,HI,96814.0,713940.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,11.0,05/06/2020,MBE Capital Partners
575,49612.0,HONOLULU,Hawaii,,442210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii
576,1068.28,Pearl City,,96782.0,485999.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-08,Celtic Bank Corporation
577,140100.0,Kapolei,HI,96707.0,423390.0,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,2020-05-01,"American Savings Bank, FSB"
578,25267.0,HONOLULU,HI,96814.0,448310.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,2020-04-27,Bank of Hawaii
579,24120.0,HONOLULU,Hawaii,96826.0,722511.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-28,First Hawaiian Bank
580,10000.0,Kihei,HI,96753.0,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Central Pacific Bank
581,1882.24,Hilo,Hawaii,96720.0,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Celtic Bank Corporation
582,16800.0,WAIPAHU,HI,96797.0,722515.0,CORPORATION,Asian,Female Owned,Non-Veteran,,6.0,04/07/2020,Ohana Pacific Bank
583,4800.0,HONOLULU,Hawaii,96813.0,541110.0,Sole Proprietorship,Asian,Male Owned,Unanswered,,1.0,05/22/2020,Ohana Pacific Bank
584,3725.0,KILAUEA,HI,96754.0,541219.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
585,5257.0,AIEA,HI,96701.0,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii
586,9660.0,KAAAWA,HI,96730.0,531190.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-05-01,First Hawaiian Bank
587,7410.0,KAILUA KONA,HI,96740.0,621399.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,2020-08-01,Hawaii Community FCU
588,1250.0,Kamuela,Hawaii,96743.0,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-05-28,Hawaii First FCU
589,87500.0,HONOLULU,HI,96813.0,518210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,"American Savings Bank, FSB"
590,12000.0,HONOLULUnolulu,Hawaii,96817.0,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
591,1760.0,AIEA,,96701.0,561510.0,Corp,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank
592,3100.0,HONOLULU,Hawaii,96813.0,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"American Savings Bank, FSB"
593,55000.0,AIEA,Hawaii,,621210.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,6.0,2020-04-09,Central Pacific Bank
594,4660.0,Honolulu,,96818.0,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-07-29,"Kabbage, Inc."
595,6250.0,Kailua,,96734.0,111110.0,Corporation,Unanswered,Male Owned,Unanswered,,0.0,05/07/2020,Central Pacific Bank
596,140000.0,HONOLULU,HI,96814.0,442291.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,Central Pacific Bank
597,5300.0,KAILUA,HI,96734.0,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Central Pacific Bank
598,8400.0,HILO,HI,96720.0,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Cross River Bank
599,24900.0,KAPOLEI,Hawaii,96707.0,448310.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,15.0,2020-04-14,First Hawaiian Bank
600,4750.0,Honolulu,Hawaii,96814.0,812990.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,2020-05-12,Central Pacific Bank
601,3500.0,KIHEI,Hawaii,96753.0,314120.0,Corporation,Unanswered,Male Owned,Unanswered,,2.0,2020-04-06,"American Savings Bank, FSB"
602,4030.0,Aiea,HI,96816.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-07,Central Pacific Bank
603,57832.0,HOLUALOA,HI,96725.0,236117.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii
604,19800.0,WAIALUA,HI,96791.0,541211.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-07,"American Savings Bank, FSB"
605,21100.0,HONOLULU,HI,96826.0,811111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,2020-04-28,First Hawaiian Bank
606,34602.5,Honolulu,HI,96748.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,2020-04-30,First Hawaiian Bank
607,45000.0,HONOLULU,HI,96816.0,425120.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,2.0,2020-04-09,Central Pacific Bank
608,8500.0,HONOLULU,HI,96815.0,485320.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-06,Central Pacific Bank
609,81150.0,KIHEI,Hawaii,,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
610,52075.0,HILO,,96720.0,722511.0,corporation,Unanswered,Unanswered,Unanswered,,,2020-04-15,Bank of Hawaii
611,24779.0,HONOLULU,,96822.0,541611.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,Bank of Hawaii
612,20832.5,Honolulu,Hawaii,96825.0,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-06,First Hawaiian Bank
613,4300.0,HONOLULU,Hawaii,96815.0,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-08,"American Savings Bank, FSB"
614,77500.0,HILO,HI,96720.0,532111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB"
615,907.0,Kahuku,HI,96731.0,541890.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,2020-06-26,MBE Capital Partners
616,64670.0,Kaunakakai,,96748.0,111998.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,0.0,05/02/2020,Central Pacific Bank
617,12687.0,HILO,HI,96720.0,423710.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-06-09,CU Hawaii FCU
618,27392.5,Hanalei,HI,96714.0,238910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank
619,6250.0,Honolulu,HI,96821.0,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,2020-07-23,"Fundbox, Inc."
620,110094.0,Aiea,Hawaii,96701.0,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,36.0,2020-05-04,First Hawaiian Bank
621,18340.0,Kahului,HI,96732.0,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,2020-07-24,"Kabbage, Inc."
622,94425.0,HONOLULU,,96816.0,512240.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
623,13600.0,HONOLULU,,96822.0,812990.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Unanswered,,1.0,2020-04-28,HawaiiUSA FCU
624,17800.0,LAHAINA,,96761.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,"American Savings Bank, FSB"
625,27435.0,VOLCANO,Hawaii,96785.0,424930.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,Bank of Hawaii
626,20000.0,HONOLULU,Hawaii,96817.0,722513.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,4.0,2020-04-09,Central Pacific Bank
627,19000.0,KAILUA KONA,,,722511.0,partnership,Unanswered,Unanswered,Unanswered,,0.0,2020-05-21,Central Pacific Bank
628,2500.0,HONOLULU,,,453110.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB"
629,4354.0,Honolulu,,96825.0,711130.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,2020-08-03,"Kabbage, Inc."
630,8700.0,Wahiawa,Hawaii,96786.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
631,44500.0,Honolulu,HI,96817.0,621111.0,sole proprietorship,Asian,Male Owned,Veteran,,3.0,2020-04-15,Hawaii National Bank
632,18300.0,Kailua-Kona,Hawaii,96745.0,236115.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
633,84100.0,LAHAINA,,96761.0,713990.0,CORPORATION,Unanswered,Male Owned,Unanswered,,13.0,04/07/2020,First Hawaiian Bank
634,72467.5,HONOLULU,Hawaii,96819.0,621111.0,corporation,Unanswered,Unanswered,Unanswered,,6.0,05/01/2020,First Hawaiian Bank
635,8475.0,HONOLULU,Hawaii,96813.0,541611.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-11,Bank of Hawaii
636,31957.5,Lihue,,96766.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,2020-04-28,First Hawaiian Bank
637,17500.0,HONOLULU,Hawaii,96822.0,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB"
638,40275.0,Kailua,,96734.0,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,2020-06-03,First Hawaiian Bank
639,55400.0,KAILUA,,96734.0,236118.0,CORPORATION,Unanswered,Unanswered,Unanswered,,15.0,2020-04-10,"American Savings Bank, FSB"
640,5800.0,Haleiwa,HI,96712.0,531210.0,SOLE PROPRIETORSHIP,Unanswered,Male Owned,Unanswered,,0.0,05/01/2020,Central Pacific Bank
641,24987.0,PAIA,Hawaii,,561520.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,2020-04-27,Bank of Hawaii
642,55300.0,LIHUE,HI,96766.0,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-22,Central Pacific Bank
643,33300.0,Mililani,HI,96789.0,562910.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/02/2020,First Hawaiian Bank
