LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
5000.0,HONOLULU,Hawaii,96818,315210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/11/2020,Central Pacific Bank
84600.0,KAPAA,,96746,562111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,12.0,04/29/2020,"American Savings Bank, FSB"
9797.0,Honolulu,HI,96817,813110.0,NPO,Unanswered,Unanswered,Unanswered,Y,2.0,04/30/2020,First Hawaiian Bank
33500.0,HONOLULU,,96817,621111.0,CORPORATION,Asian,Male Owned,Non-Veteran,,3.0,04/30/2020,First Hawaiian Bank
4200.0,MAKAWAO,Hawaii,96768,624410.0,SP,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB"
24000.0,AIEA,,96701,424990.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,05/08/2020,"American Savings Bank, FSB"
6800.0,HONOLULU,Hawaii,96821,444190.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB"
6250.0,Honolulu,,96813,561990.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
8000.0,MILILANI,Hawaii,96789,813110.0,Professional Association,Asian,Male Owned,Unanswered,,2.0,04/28/2020,Ohana Pacific Bank
63600.0,HONOLULU,Hawaii,96813,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank
13300.0,HONOLULU,Hawaii,96813,541213.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/03/2020,Central Pacific Bank
8625.0,HONOLULU,,96821,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
111500.0,AIEA,,96701,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18.0,04/11/2020,Central Pacific Bank
93750.0,LIHUE,,96766,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
17800.0,HONOLULUu,HI,96822,541618.0,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,,,04/16/2020,Central Pacific Bank
38982.5,HONOLULU,,96814,487110.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/30/2020,First Hawaiian Bank
22400.0,HONOLULU,,96819,323113.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/04/2020,"American Savings Bank, FSB"
5300.0,HONOLULU,HI,96816,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
70200.0,LIHUE,Hawaii,96766,444190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
24692.5,HILO,HI,96720,722511.0,LLC,Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,First Hawaiian Bank
48750.0,Hilo,HI,96720,238210.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
7852.55,Wailuku,,96793,442299.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Celtic Bank Corporation
92900.0,WAIPAHU,HI,96797,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,6.0,04/15/2020,First Hawaiian Bank
139600.0,PUUNENE,Hawaii,96784,481211.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/11/2020,1st Source Bank
8100.0,Kailua,,96734,531390.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
95900.0,HONOLULU,,96816,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8.0,04/05/2020,Bank of Hawaii
37900.0,HONOLULU,HI,96813,424990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/05/2020,"American Savings Bank, FSB"
16032.0,HONOLULU,Hawaii,96818,561720.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,,06/10/2020,Bank of Hawaii
32500.0,WAIALUA,HI,96791,314999.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
9400.0,LAHAINA,Hawaii,96761,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB"
7912.0,WAILUKU,HI,96793,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,Bank of Hawaii
16875.0,Lahaina,Hawaii,,999990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,05/03/2020,Cross River Bank
2995.0,HONOLULU,Hawaii,96814,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,06/05/2020,First Hawaiian Bank
20000.0,HONOLULU,Hawaii,96813,541211.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
133700.0,HONOLULU,HI,96814,424910.0,corporation,Unanswered,Unanswered,Unanswered,,13.0,04/03/2020,"American Savings Bank, FSB"
6659.0,KILAUEA,HI,,541320.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,First Hawaiian Bank
21400.0,Honolulu,HI,96825,722513.0,corporation,Unanswered,Unanswered,Non-Veteran,,3.0,05/05/2020,Hawaii National Bank
20800.0,HONOLULU,,96825,541990.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,1.0,04/04/2020,BankVista
29500.0,LIHUE,HI,96766,541211.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Unanswered,,3.0,04/07/2020,Central Pacific Bank
35695.0,HONOLULU,,96814,339910.0,CORPORATION,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank
28000.0,HONOLULU,HI,96815,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,16.0,04/05/2020,Central Pacific Bank
40200.0,HONOLULU,,96814,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,Central Pacific Bank
58300.0,KAILUA,HI,96734,523930.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/14/2020,First Hawaiian Bank
52600.0,HONOLULU,,96813,561110.0,Corporation,Hispanic,Male Owned,Non-Veteran,,4.0,04/05/2020,Central Pacific Bank
72092.0,KAMUELA,Hawaii,96743,447110.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/27/2020,Bank of Hawaii
8202.0,KAILUA,HI,96734,541219.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii
43800.0,WAIPAHU,HI,96797,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,04/11/2020,Central Pacific Bank
1923.57,Kailua kona,HI,96740,812112.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/23/2020,Celtic Bank Corporation
29375.0,KULA,Hawaii,96790,561790.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
29100.0,HONOLULU,,,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,Central Pacific Bank
65700.0,MILILANI,Hawaii,96789,335121.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/10/2020,"American Savings Bank, FSB"
20000.0,KAILUA,Hawaii,96734,722511.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,05/05/2020,"American Savings Bank, FSB"
53400.0,HONOLULU,,96821,999990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/04/2020,Central Pacific Bank
82500.0,KAHULUI,Hawaii,96732,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/07/2020,First Bank of Owasso
8506.0,Honolulu,HI,96825,531210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,1.0,07/15/2020,"Kabbage, Inc."
15000.0,WAIPAHU,,96797,445120.0,Corporation,Asian,Male Owned,Non-Veteran,,2.0,04/10/2020,Ohana Pacific Bank
3109.0,HONOLULU,,96818,485310.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"Kabbage, Inc."
12200.0,Kailua,,96734,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
11300.0,Kailua,Hawaii,96734,541921.0,Sole Proprietorship,White,Male Owned,Unanswered,,1.0,05/06/2020,Hawaii National Bank
7952.5,KAILUA KONA,Hawaii,96740,487210.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,08/01/2020,Hawaii Community FCU
69300.0,HONOLULU,Hawaii,96813,722310.0,corporation,Unanswered,Unanswered,Unanswered,,13.0,04/03/2020,First Hawaiian Bank
87100.0,Ocean View,HI,96737,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,First Hawaiian Bank
74900.0,Wailuku,Hawaii,96793,238210.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9.0,05/11/2020,Hawaii National Bank
90900.0,Hilo,,96720,621340.0,Corporation,Asian,Female Owned,Non-Veteran,,9.0,04/14/2020,Hawaii National Bank
20800.0,KANEOHE,Hawaii,,812910.0,Sole Proprietorship,Unanswered,Male Owned,Veteran,,5.0,04/29/2020,"American Savings Bank, FSB"
32500.0,HONOLULU,HI,96816,551114.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,First Hawaiian Bank
84947.0,WAIKOLOA,Hawaii,96738,524114.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/30/2020,Cross River Bank
27200.0,HONOLULU,,96817,621112.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,04/05/2020,"American Savings Bank, FSB"
4200.0,HONOLULU,,96814,531210.0,Corp,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB"
13750.0,PEARL CITY,HI,96782,511210.0,LLC,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
70000.0,LAHAINA,HI,,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,Central Pacific Bank
1500.0,KANEOHE,HI,96744,453220.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,1.0,04/29/2020,Central Pacific Bank
26500.0,Kona,HI,96740,611620.0,Corporation,Unanswered,Unanswered,Non-Veteran,,3.0,04/30/2020,Seacoast Commerce Bank
7428.0,Honolulu,Hawaii,96815,485310.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,Cross River Bank
8300.0,KIHEI,HI,96753,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/14/2020,"American Savings Bank, FSB"
2109.0,Honolulu,Hawaii,96720,453110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/15/2020,First Hawaiian Bank
44407.0,MAKAWAO,Hawaii,96768,813110.0,NPO,Unanswered,Unanswered,Unanswered,Y,,04/28/2020,Bank of Hawaii
56690.0,EWA BEACH,Hawaii,96706,238220.0,limited  liability company(llc),Unanswered,Female Owned,Non-Veteran,,6.0,04/27/2020,Bank of Hawaii
84600.0,EWA BEACH,,96706,621210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,14.0,04/28/2020,Central Pacific Bank
56652.5,Kailua,Hawaii,96734,446199.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,First Hawaiian Bank
1800.0,HONOLULU,HI,96821,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,Central Pacific Bank
35530.0,HILO,HI,96720,621210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
7200.0,HONOLULU,Hawaii,96816,722410.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/12/2020,Central Pacific Bank
15700.0,CAPTAIN COOK,Hawaii,96704,238350.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"American Savings Bank, FSB"
24817.0,HONOLULU,HI,96816,423940.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/19/2020,Bank of Hawaii
20900.0,HONOLULU,,96814,999990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
66805.0,KAHULUI,HI,96732,311352.0,Corp,Unanswered,Unanswered,Unanswered,,7.0,04/07/2020,Bank of Hawaii
33300.0,AIEA,HI,96701,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,5.0,04/10/2020,Ohana Pacific Bank
20832.0,Kihei,Hawaii,96753,812990.0,IC,Unanswered,Unanswered,Unanswered,,,05/21/2020,Celtic Bank Corporation
28100.0,WAIPAHU,,96797,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB"
2514.46,Honolulu,,96813,485310.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Celtic Bank Corporation
7402.7,KAPAA,Hawaii,96746,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,Kaua'i Government Employees' FCU
44000.0,KAPOLEI,Hawaii,96707,813410.0,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,8.0,04/09/2020,HawaiiUSA FCU
148400.0,HONOLULU,HI,96814,541211.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/07/2020,First Hawaiian Bank
73600.0,KAPOLEI,,96707,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,24.0,05/01/2020,First Hawaiian Bank
67971.0,Honolulu,Hawaii,96826,722511.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,12.0,05/06/2020,"Kabbage, Inc."
100000.0,LIHUE,Hawaii,96766,424480.0,corporation,Unanswered,Unanswered,Unanswered,,14.0,04/28/2020,Central Pacific Bank
6000.0,Honolulu,HI,96821,541921.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
4495.0,KAILUA KONA,,,541611.0,independent contractors,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii
104700.0,HONOLULU,,96814,541110.0,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,,11.0,04/04/2020,Hawaii National Bank
29362.0,LIHUE,,96766,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,8.0,05/11/2020,Bank of Hawaii
112900.0,KAPOLEI,,96709,321214.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,20.0,04/14/2020,Central Pacific Bank
47600.0,LIHUE,,96766,522390.0,Corporation,Unanswered,Male Owned,Unanswered,,7.0,04/04/2020,Evolve Bank & Trust
3225.0,KIHEI,HI,96753,713940.0,limited liability partnership,Unanswered,Unanswered,Unanswered,,7.0,05/04/2020,Bank of Hawaii
4007.0,Pearl City,,,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,08/04/2020,"Kabbage, Inc."
3875.0,HONOLULU,HI,96814,512110.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"Bank of America, National Association"
12249.0,Kapaa,,,531210.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,05/21/2020,Gather FCU
12702.0,KAILUA-KONA,,96740,561790.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii
38900.0,KAILUA KONA,Hawaii,96740,487210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"American Savings Bank, FSB"
102500.0,HILO,Hawaii,96720,424410.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/13/2020,Bank of Hawaii
12500.0,Waipahu,,96797,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
64200.0,Hilo,HI,96720,722513.0,limited  liability company(llc),Asian,Male Owned,Non-Veteran,,20.0,04/14/2020,Hawaii National Bank
15600.0,HILO,HI,96720,541219.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Central Pacific Bank
30000.0,Lahaina,Hawaii,96761,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,Central Pacific Bank
20100.0,WAIANAE,HI,96792,722513.0,S-Corp,Unanswered,Unanswered,Unanswered,,6.0,05/11/2020,"American Savings Bank, FSB"
59600.0,Honolulu,HI,96814,713940.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,11.0,05/06/2020,MBE Capital Partners
49612.0,HONOLULU,Hawaii,,442210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii
1068.28,Pearl City,,96782,485999.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Celtic Bank Corporation
140100.0,Kapolei,HI,96707,423390.0,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,05/01/2020,"American Savings Bank, FSB"
25267.0,HONOLULU,HI,96814,448310.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
24120.0,HONOLULU,Hawaii,96826,722511.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,First Hawaiian Bank
10000.0,Kihei,HI,96753,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Central Pacific Bank
1882.24,Hilo,Hawaii,96720,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Celtic Bank Corporation
16800.0,WAIPAHU,HI,96797,722515.0,CORPORATION,Asian,Female Owned,Non-Veteran,,6.0,04/07/2020,Ohana Pacific Bank
4800.0,HONOLULU,Hawaii,96813,541110.0,Sole Proprietorship,Asian,Male Owned,Unanswered,,1.0,05/22/2020,Ohana Pacific Bank
3725.0,KILAUEA,HI,96754,541219.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
5257.0,AIEA,HI,96701,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii
9660.0,KAAAWA,HI,96730,531190.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,First Hawaiian Bank
7410.0,KAILUA KONA,HI,96740,621399.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,08/01/2020,Hawaii Community FCU
1250.0,Kamuela,Hawaii,96743,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/28/2020,Hawaii First FCU
87500.0,HONOLULU,HI,96813,518210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,"American Savings Bank, FSB"
12000.0,HONOLULUnolulu,Hawaii,96817,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
1760.0,AIEA,,96701,561510.0,Corp,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank
3100.0,HONOLULU,Hawaii,96813,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"American Savings Bank, FSB"
55000.0,AIEA,Hawaii,,621210.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,6.0,04/09/2020,Central Pacific Bank
4660.0,Honolulu,,96818,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,07/29/2020,"Kabbage, Inc."
6250.0,Kailua,,96734,111110.0,Corporation,Unanswered,Male Owned,Unanswered,,0.0,05/07/2020,Central Pacific Bank
140000.0,HONOLULU,HI,96814,442291.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,Central Pacific Bank
5300.0,KAILUA,HI,96734,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Central Pacific Bank
8400.0,HILO,HI,96720,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Cross River Bank
24900.0,KAPOLEI,Hawaii,96707,448310.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,First Hawaiian Bank
4750.0,Honolulu,Hawaii,96814,812990.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank
3500.0,KIHEI,Hawaii,96753,314120.0,Corporation,Unanswered,Male Owned,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB"
4030.0,Aiea,HI,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
57832.0,HOLUALOA,HI,96725,236117.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii
19800.0,WAIALUA,HI,96791,541211.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,"American Savings Bank, FSB"
21100.0,HONOLULU,HI,96826,811111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,First Hawaiian Bank
34602.5,Honolulu,HI,96748,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/30/2020,First Hawaiian Bank
45000.0,HONOLULU,HI,96816,425120.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,Central Pacific Bank
8500.0,HONOLULU,HI,96815,485320.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,Central Pacific Bank
81150.0,KIHEI,Hawaii,,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
52075.0,HILO,,96720,722511.0,corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
24779.0,HONOLULU,,96822,541611.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,Bank of Hawaii
20832.5,Honolulu,Hawaii,96825,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,First Hawaiian Bank
4300.0,HONOLULU,Hawaii,96815,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB"
77500.0,HILO,HI,96720,532111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB"
907.0,Kahuku,HI,96731,541890.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,06/26/2020,MBE Capital Partners
64670.0,Kaunakakai,,96748,111998.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,0.0,05/02/2020,Central Pacific Bank
12687.0,HILO,HI,96720,423710.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/09/2020,CU Hawaii FCU
27392.5,Hanalei,HI,96714,238910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank
6250.0,Honolulu,HI,96821,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,07/23/2020,"Fundbox, Inc."
110094.0,Aiea,Hawaii,96701,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,36.0,05/04/2020,First Hawaiian Bank
18340.0,Kahului,HI,96732,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,07/24/2020,"Kabbage, Inc."
94425.0,HONOLULU,,96816,512240.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
13600.0,HONOLULU,,96822,812990.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Unanswered,,1.0,04/28/2020,HawaiiUSA FCU
17800.0,LAHAINA,,96761,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
27435.0,VOLCANO,Hawaii,96785,424930.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,Bank of Hawaii
20000.0,HONOLULU,Hawaii,96817,722513.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,4.0,04/09/2020,Central Pacific Bank
19000.0,KAILUA KONA,,,722511.0,partnership,Unanswered,Unanswered,Unanswered,,0.0,05/21/2020,Central Pacific Bank
2500.0,HONOLULU,,,453110.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB"
4354.0,Honolulu,,96825,711130.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,08/03/2020,"Kabbage, Inc."
8700.0,Wahiawa,Hawaii,96786,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
44500.0,Honolulu,HI,96817,621111.0,sole proprietorship,Asian,Male Owned,Veteran,,3.0,04/15/2020,Hawaii National Bank
18300.0,Kailua-Kona,Hawaii,96745,236115.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
84100.0,LAHAINA,,96761,713990.0,CORPORATION,Unanswered,Male Owned,Unanswered,,13.0,04/07/2020,First Hawaiian Bank
72467.5,HONOLULU,Hawaii,96819,621111.0,corporation,Unanswered,Unanswered,Unanswered,,6.0,05/01/2020,First Hawaiian Bank
8475.0,HONOLULU,Hawaii,96813,541611.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,Bank of Hawaii
31957.5,Lihue,,96766,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,First Hawaiian Bank
17500.0,HONOLULU,Hawaii,96822,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB"
40275.0,Kailua,,96734,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,06/03/2020,First Hawaiian Bank
55400.0,KAILUA,,96734,236118.0,CORPORATION,Unanswered,Unanswered,Unanswered,,15.0,04/10/2020,"American Savings Bank, FSB"
5800.0,Haleiwa,HI,96712,531210.0,SOLE PROPRIETORSHIP,Unanswered,Male Owned,Unanswered,,0.0,05/01/2020,Central Pacific Bank
24987.0,PAIA,Hawaii,,561520.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii
55300.0,LIHUE,HI,96766,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/22/2020,Central Pacific Bank
33300.0,Mililani,HI,96789,562910.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/02/2020,First Hawaiian Bank
90900.0,KAHULUI,,96732,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,10.0,04/07/2020,Central Pacific Bank
37400.0,KAPAA,HI,96746,812990.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,Central Pacific Bank
2840.0,HONOLULU,HI,96816,541310.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
42250.0,Honolulu,Hawaii,96819,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/02/2020,Celtic Bank Corporation
8750.0,honolulu,HI,96814,541990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,WebBank
